Entity,Code,Date,"Daily new confirmed deaths due to COVID-19 (rolling 7-day average, right-aligned)"
Asia excl. China,,2020-10-25,1484.71429
Asia excl. China,,2020-10-26,1476.28571
Asia excl. China,,2020-10-27,1455.42857
Asia excl. China,,2020-10-28,1438.85714
Asia excl. China,,2020-10-29,1430.71429
Asia excl. China,,2020-10-30,1403.28571
Asia excl. China,,2020-10-31,1404.28571
Asia excl. China,,2020-11-01,1423.85714
Asia excl. China,,2020-11-02,1436.28571
Asia excl. China,,2020-11-03,1463.42857
Asia excl. China,,2020-11-04,1499.57143
Asia excl. China,,2020-11-05,1520.14286
Asia excl. China,,2020-11-06,1547.57143
Asia excl. China,,2020-11-07,1557.85714
Asia excl. China,,2020-11-08,1566.14286
Asia excl. China,,2020-11-09,1575.71429
Asia excl. China,,2020-11-10,1571.14286
Asia excl. China,,2020-11-11,1553.14286
Asia excl. China,,2020-11-12,1556.14286
Asia excl. China,,2020-11-13,1555.71429
Asia excl. China,,2020-11-14,1560.71429
Asia excl. China,,2020-11-15,1556.57143
Asia excl. China,,2020-11-16,1550.71429
Asia excl. China,,2020-11-17,1558.57143
Asia excl. China,,2020-11-18,1586.14286
Asia excl. China,,2020-11-19,1641
Asia excl. China,,2020-11-20,1656.28571
Asia excl. China,,2020-11-21,1671.85714
Asia excl. China,,2020-11-22,1705.85714
Asia excl. China,,2020-11-23,1728.28571
Asia excl. China,,2020-11-24,1744.71429
Asia excl. China,,2020-11-25,1745.42857
Asia excl. China,,2020-11-26,1709
Asia excl. China,,2020-11-27,1704.28571
Asia excl. China,,2020-11-28,1712.42857
Asia excl. China,,2020-11-29,1710
Asia excl. China,,2020-11-30,1707.85714
Asia excl. China,,2020-12-01,1712
Asia excl. China,,2020-12-02,1688.85714
Asia excl. China,,2020-12-03,1680.71429
Asia excl. China,,2020-12-04,1682
Asia excl. China,,2020-12-05,1664.71429
Asia excl. China,,2020-12-06,1635
Asia excl. China,,2020-12-07,1619.28571
Asia excl. China,,2020-12-08,1600.57143
Asia excl. China,,2020-12-09,1585.42857
Asia excl. China,,2020-12-10,1562.28571
Asia excl. China,,2020-12-11,1541.71429
Asia excl. China,,2020-12-12,1525.71429
Asia excl. China,,2020-12-13,1508.14286
Asia excl. China,,2020-12-14,1498.28571
Asia excl. China,,2020-12-15,1501.14286
Asia excl. China,,2020-12-16,1486.28571
Asia excl. China,,2020-12-17,1466.85714
Asia excl. China,,2020-12-18,1444.28571
Asia excl. China,,2020-12-19,1437.28571
Asia excl. China,,2020-12-20,1451.71429
Asia excl. China,,2020-12-21,1449.28571
Asia excl. China,,2020-12-22,1430.28571
Asia excl. China,,2020-12-23,1427
Asia excl. China,,2020-12-24,1417.57143
Asia excl. China,,2020-12-25,1409.85714
Asia excl. China,,2020-12-26,1384.85714
Asia excl. China,,2020-12-27,1367
Asia excl. China,,2020-12-28,1346.28571
Asia excl. China,,2020-12-29,1338.57143
Asia excl. China,,2020-12-30,1334.85714
Asia excl. China,,2020-12-31,1281
Asia excl. China,,2021-01-01,1257.57143
Asia excl. China,,2021-01-02,1275.42857
Asia excl. China,,2021-01-03,1237.28571
Australia,AUS,2020-03-03,0.33333
Australia,AUS,2020-03-04,0.5
Australia,AUS,2020-03-05,0.4
Australia,AUS,2020-03-06,0.33333
Australia,AUS,2020-03-07,0.28571
Australia,AUS,2020-03-08,0.28571
Australia,AUS,2020-03-09,0.28571
Australia,AUS,2020-03-10,0.28571
Australia,AUS,2020-03-11,0.14286
Australia,AUS,2020-03-12,0.14286
Australia,AUS,2020-03-13,0.14286
Australia,AUS,2020-03-14,0.14286
Australia,AUS,2020-03-15,0
Australia,AUS,2020-03-16,0
Australia,AUS,2020-03-17,0.28571
Australia,AUS,2020-03-18,0.42857
Australia,AUS,2020-03-19,0.42857
Australia,AUS,2020-03-20,0.57143
Australia,AUS,2020-03-21,0.57143
Australia,AUS,2020-03-22,0.57143
Australia,AUS,2020-03-23,0.57143
Australia,AUS,2020-03-24,0.42857
Australia,AUS,2020-03-25,0.28571
Australia,AUS,2020-03-26,1
Australia,AUS,2020-03-27,0.85714
Australia,AUS,2020-03-28,1
Australia,AUS,2020-03-29,1.28571
Australia,AUS,2020-03-30,1.42857
Australia,AUS,2020-03-31,1.42857
Australia,AUS,2020-04-01,1.71429
Australia,AUS,2020-04-02,1.57143
Australia,AUS,2020-04-03,2.14286
Australia,AUS,2020-04-04,2.28571
Australia,AUS,2020-04-05,2.71429
Australia,AUS,2020-04-06,3.28571
Australia,AUS,2020-04-07,3.85714
Australia,AUS,2020-04-08,4.28571
Australia,AUS,2020-04-09,3.85714
Australia,AUS,2020-04-10,3.71429
Australia,AUS,2020-04-11,3.85714
Australia,AUS,2020-04-12,3.57143
Australia,AUS,2020-04-13,3
Australia,AUS,2020-04-14,2.42857
Australia,AUS,2020-04-15,1.85714
Australia,AUS,2020-04-16,1.71429
Australia,AUS,2020-04-17,1.71429
Australia,AUS,2020-04-18,1.42857
Australia,AUS,2020-04-19,1
Australia,AUS,2020-04-20,0.85714
Australia,AUS,2020-04-21,0.71429
Australia,AUS,2020-04-22,0.57143
Australia,AUS,2020-04-23,1.71429
Australia,AUS,2020-04-24,1.85714
Australia,AUS,2020-04-25,1.85714
Australia,AUS,2020-04-26,2.28571
Australia,AUS,2020-04-27,2.28571
Australia,AUS,2020-04-28,3.14286
Australia,AUS,2020-04-29,3.42857
Australia,AUS,2020-04-30,2.57143
Australia,AUS,2020-05-01,2
Australia,AUS,2020-05-02,2
Australia,AUS,2020-05-03,1.71429
Australia,AUS,2020-05-04,1.85714
Australia,AUS,2020-05-05,1.14286
Australia,AUS,2020-05-06,0.85714
Australia,AUS,2020-05-07,0.57143
Australia,AUS,2020-05-08,0.57143
Australia,AUS,2020-05-09,0.42857
Australia,AUS,2020-05-10,0.28571
Australia,AUS,2020-05-11,0.14286
Australia,AUS,2020-05-12,0.14286
Australia,AUS,2020-05-13,0.14286
Australia,AUS,2020-05-14,0.14286
Australia,AUS,2020-05-15,0.14286
Australia,AUS,2020-05-16,0.14286
Australia,AUS,2020-05-17,0.28571
Australia,AUS,2020-05-18,0.28571
Australia,AUS,2020-05-19,0.28571
Australia,AUS,2020-05-20,0.28571
Australia,AUS,2020-05-21,0.42857
Australia,AUS,2020-05-22,0.42857
Australia,AUS,2020-05-23,0.57143
Australia,AUS,2020-05-24,0.42857
Australia,AUS,2020-05-25,0.42857
Australia,AUS,2020-05-26,0.42857
Australia,AUS,2020-05-27,0.42857
Australia,AUS,2020-05-28,0.28571
Australia,AUS,2020-05-29,0.28571
Australia,AUS,2020-05-30,0.14286
Australia,AUS,2020-05-31,0.14286
Australia,AUS,2020-06-01,0
Australia,AUS,2020-06-02,-0.14286
Australia,AUS,2020-06-03,-0.14286
Australia,AUS,2020-06-04,-0.14286
Australia,AUS,2020-06-05,-0.14286
Australia,AUS,2020-06-06,-0.14286
Australia,AUS,2020-06-07,-0.14286
Australia,AUS,2020-06-08,0
Australia,AUS,2020-06-09,0
Australia,AUS,2020-06-10,0
Australia,AUS,2020-06-11,0
Australia,AUS,2020-06-12,0
Australia,AUS,2020-06-13,0
Australia,AUS,2020-06-14,0
Australia,AUS,2020-06-15,0
Australia,AUS,2020-06-16,0
Australia,AUS,2020-06-17,0
Australia,AUS,2020-06-18,0
Australia,AUS,2020-06-19,0
Australia,AUS,2020-06-20,0
Australia,AUS,2020-06-21,0
Australia,AUS,2020-06-22,0
Australia,AUS,2020-06-23,0.14286
Australia,AUS,2020-06-24,0.28571
Australia,AUS,2020-06-25,0.28571
Australia,AUS,2020-06-26,0.28571
Australia,AUS,2020-06-27,0.28571
Australia,AUS,2020-06-28,0.28571
Australia,AUS,2020-06-29,0.28571
Australia,AUS,2020-06-30,0.14286
Australia,AUS,2020-07-01,0
Australia,AUS,2020-07-02,0
Australia,AUS,2020-07-03,0
Australia,AUS,2020-07-04,0
Australia,AUS,2020-07-05,0.28571
Australia,AUS,2020-07-06,0.28571
Australia,AUS,2020-07-07,0.28571
Australia,AUS,2020-07-08,0.28571
Australia,AUS,2020-07-09,0.28571
Australia,AUS,2020-07-10,0.42857
Australia,AUS,2020-07-11,0.57143
Australia,AUS,2020-07-12,0.28571
Australia,AUS,2020-07-13,0.28571
Australia,AUS,2020-07-14,0.71429
Australia,AUS,2020-07-15,1
Australia,AUS,2020-07-16,1.42857
Australia,AUS,2020-07-17,1.57143
Australia,AUS,2020-07-18,2
Australia,AUS,2020-07-19,2.14286
Australia,AUS,2020-07-20,2.57143
Australia,AUS,2020-07-21,2.42857
Australia,AUS,2020-07-22,2.85714
Australia,AUS,2020-07-23,3.28571
Australia,AUS,2020-07-24,3.85714
Australia,AUS,2020-07-25,4.71429
Australia,AUS,2020-07-26,5.42857
Australia,AUS,2020-07-27,5.85714
Australia,AUS,2020-07-28,6.85714
Australia,AUS,2020-07-29,8
Australia,AUS,2020-07-30,8.14286
Australia,AUS,2020-07-31,8
Australia,AUS,2020-08-01,7.57143
Australia,AUS,2020-08-02,8.57143
Australia,AUS,2020-08-03,9.28571
Australia,AUS,2020-08-04,10.14286
Australia,AUS,2020-08-05,9.42857
Australia,AUS,2020-08-06,10
Australia,AUS,2020-08-07,11
Australia,AUS,2020-08-08,12.42857
Australia,AUS,2020-08-09,13.14286
Australia,AUS,2020-08-10,14.14286
Australia,AUS,2020-08-11,15
Australia,AUS,2020-08-12,15.14286
Australia,AUS,2020-08-13,15.57143
Australia,AUS,2020-08-14,14.42857
Australia,AUS,2020-08-15,14.42857
Australia,AUS,2020-08-16,15.42857
Australia,AUS,2020-08-17,15.28571
Australia,AUS,2020-08-18,14
Australia,AUS,2020-08-19,14.57143
Australia,AUS,2020-08-20,13.85714
Australia,AUS,2020-08-21,15.14286
Australia,AUS,2020-08-22,15.14286
Australia,AUS,2020-08-23,13.71429
Australia,AUS,2020-08-24,12.42857
Australia,AUS,2020-08-25,14.14286
Australia,AUS,2020-08-26,15.57143
Australia,AUS,2020-08-27,15.85714
Australia,AUS,2020-08-28,16.42857
Australia,AUS,2020-08-29,15.57143
Australia,AUS,2020-08-30,19.28571
Australia,AUS,2020-08-31,18.85714
Australia,AUS,2020-09-01,16.28571
Australia,AUS,2020-09-02,15.14286
Australia,AUS,2020-09-03,22
Australia,AUS,2020-09-04,21.14286
Australia,AUS,2020-09-05,20.28571
Australia,AUS,2020-09-06,15.71429
Australia,AUS,2020-09-07,16.14286
Australia,AUS,2020-09-08,16.85714
Australia,AUS,2020-09-09,15.71429
Australia,AUS,2020-09-10,8.57143
Australia,AUS,2020-09-11,7.85714
Australia,AUS,2020-09-12,8.14286
Australia,AUS,2020-09-13,7.71429
Australia,AUS,2020-09-14,6.57143
Australia,AUS,2020-09-15,6.14286
Australia,AUS,2020-09-16,6.28571
Australia,AUS,2020-09-17,5.71429
Australia,AUS,2020-09-18,5.85714
Australia,AUS,2020-09-19,5.57143
Australia,AUS,2020-09-20,5
Australia,AUS,2020-09-21,5.42857
Australia,AUS,2020-09-22,5
Australia,AUS,2020-09-23,4.14286
Australia,AUS,2020-09-24,4.57143
Australia,AUS,2020-09-25,3.71429
Australia,AUS,2020-09-26,3.28571
Australia,AUS,2020-09-27,3.42857
Australia,AUS,2020-09-28,4
Australia,AUS,2020-09-29,3.85714
Australia,AUS,2020-09-30,3.85714
Australia,AUS,2020-10-01,3
Australia,AUS,2020-10-02,3.28571
Australia,AUS,2020-10-03,3.14286
Australia,AUS,2020-10-04,2.71429
Australia,AUS,2020-10-05,1.85714
Australia,AUS,2020-10-06,1.57143
Australia,AUS,2020-10-07,1.28571
Australia,AUS,2020-10-08,1
Australia,AUS,2020-10-09,0.57143
Australia,AUS,2020-10-10,0.57143
Australia,AUS,2020-10-11,0.57143
Australia,AUS,2020-10-12,0.57143
Australia,AUS,2020-10-13,1
Australia,AUS,2020-10-14,1
Australia,AUS,2020-10-15,1
Australia,AUS,2020-10-16,1
Australia,AUS,2020-10-17,0.85714
Australia,AUS,2020-10-18,1
Australia,AUS,2020-10-19,0.85714
Australia,AUS,2020-10-20,0.14286
Australia,AUS,2020-10-21,0.14286
Australia,AUS,2020-10-22,0.14286
Australia,AUS,2020-10-23,0.14286
Australia,AUS,2020-10-24,0.14286
Australia,AUS,2020-10-25,0
Australia,AUS,2020-10-26,0
Australia,AUS,2020-10-27,0.28571
Australia,AUS,2020-10-28,0.28571
Australia,AUS,2020-10-29,0.28571
Australia,AUS,2020-10-30,0.28571
Australia,AUS,2020-10-31,0.28571
Australia,AUS,2020-11-01,0.28571
Australia,AUS,2020-11-02,0.28571
Australia,AUS,2020-11-03,0
Australia,AUS,2020-11-04,0
Australia,AUS,2020-11-05,0
Australia,AUS,2020-11-06,0
Australia,AUS,2020-11-07,0
Australia,AUS,2020-11-08,0
Australia,AUS,2020-11-09,0
Australia,AUS,2020-11-10,0
Australia,AUS,2020-11-11,0
Australia,AUS,2020-11-12,0
Australia,AUS,2020-11-13,0
Australia,AUS,2020-11-14,0
Australia,AUS,2020-11-15,0
Australia,AUS,2020-11-16,0
Australia,AUS,2020-11-17,0
Australia,AUS,2020-11-18,0
Australia,AUS,2020-11-19,0
Australia,AUS,2020-11-20,0
Australia,AUS,2020-11-21,0
Australia,AUS,2020-11-22,0
Australia,AUS,2020-11-23,0
Australia,AUS,2020-11-24,0
Australia,AUS,2020-11-25,0
Australia,AUS,2020-11-26,0
Australia,AUS,2020-11-27,0
Australia,AUS,2020-11-28,0
Australia,AUS,2020-11-29,0.14286
Australia,AUS,2020-11-30,0.14286
Australia,AUS,2020-12-01,0.14286
Australia,AUS,2020-12-02,0.14286
Australia,AUS,2020-12-03,0.14286
Australia,AUS,2020-12-04,0.14286
Australia,AUS,2020-12-05,0.14286
Australia,AUS,2020-12-06,0
Australia,AUS,2020-12-07,0
Australia,AUS,2020-12-08,0
Australia,AUS,2020-12-09,0
Australia,AUS,2020-12-10,0
Australia,AUS,2020-12-11,0
Australia,AUS,2020-12-12,0
Australia,AUS,2020-12-13,0
Australia,AUS,2020-12-14,0
Australia,AUS,2020-12-15,0
Australia,AUS,2020-12-16,0
Australia,AUS,2020-12-17,0
Australia,AUS,2020-12-18,0
Australia,AUS,2020-12-19,0
Australia,AUS,2020-12-20,0
Australia,AUS,2020-12-21,0
Australia,AUS,2020-12-22,0
Australia,AUS,2020-12-23,0
Australia,AUS,2020-12-24,0
Australia,AUS,2020-12-25,0
Australia,AUS,2020-12-26,0
Australia,AUS,2020-12-27,0.14286
Australia,AUS,2020-12-28,0.14286
Australia,AUS,2020-12-29,0.14286
Australia,AUS,2020-12-30,0.14286
Australia,AUS,2020-12-31,0.14286
Australia,AUS,2021-01-01,0.14286
Australia,AUS,2021-01-02,0.14286
Australia,AUS,2021-01-03,0
Austria,AUT,2020-03-14,0.33333
Austria,AUT,2020-03-15,0.25
Austria,AUT,2020-03-16,0.6
Austria,AUT,2020-03-17,0.5
Austria,AUT,2020-03-18,0.57143
Austria,AUT,2020-03-19,0.71429
Austria,AUT,2020-03-20,0.71429
Austria,AUT,2020-03-21,1
Austria,AUT,2020-03-22,2.14286
Austria,AUT,2020-03-23,2.57143
Austria,AUT,2020-03-24,3.57143
Austria,AUT,2020-03-25,3.71429
Austria,AUT,2020-03-26,6.14286
Austria,AUT,2020-03-27,7.42857
Austria,AUT,2020-03-28,8.57143
Austria,AUT,2020-03-29,10
Austria,AUT,2020-03-30,12.42857
Austria,AUT,2020-03-31,14.28571
Austria,AUT,2020-04-01,16.57143
Austria,AUT,2020-04-02,15.57143
Austria,AUT,2020-04-03,15.71429
Austria,AUT,2020-04-04,16.85714
Austria,AUT,2020-04-05,16.85714
Austria,AUT,2020-04-06,16
Austria,AUT,2020-04-07,16.42857
Austria,AUT,2020-04-08,18.14286
Austria,AUT,2020-04-09,19.57143
Austria,AUT,2020-04-10,21.57143
Austria,AUT,2020-04-11,21.57143
Austria,AUT,2020-04-12,20.85714
Austria,AUT,2020-04-13,21.14286
Austria,AUT,2020-04-14,20.14286
Austria,AUT,2020-04-15,17.14286
Austria,AUT,2020-04-16,16.42857
Austria,AUT,2020-04-17,16
Austria,AUT,2020-04-18,15.14286
Austria,AUT,2020-04-19,14.57143
Austria,AUT,2020-04-20,14.57143
Austria,AUT,2020-04-21,15.28571
Austria,AUT,2020-04-22,16.71429
Austria,AUT,2020-04-23,16
Austria,AUT,2020-04-24,14.14286
Austria,AUT,2020-04-25,13.28571
Austria,AUT,2020-04-26,12.85714
Austria,AUT,2020-04-27,11.28571
Austria,AUT,2020-04-28,11.14286
Austria,AUT,2020-04-29,10
Austria,AUT,2020-04-30,8.85714
Austria,AUT,2020-05-01,8.42857
Austria,AUT,2020-05-02,8.57143
Austria,AUT,2020-05-03,8
Austria,AUT,2020-05-04,7.28571
Austria,AUT,2020-05-05,5.28571
Austria,AUT,2020-05-06,4
Austria,AUT,2020-05-07,3.57143
Austria,AUT,2020-05-08,3.57143
Austria,AUT,2020-05-09,2.71429
Austria,AUT,2020-05-10,2.85714
Austria,AUT,2020-05-11,2.85714
Austria,AUT,2020-05-12,2.42857
Austria,AUT,2020-05-13,2.28571
Austria,AUT,2020-05-14,2.42857
Austria,AUT,2020-05-15,2
Austria,AUT,2020-05-16,2
Austria,AUT,2020-05-17,1.57143
Austria,AUT,2020-05-18,1.28571
Austria,AUT,2020-05-19,1.28571
Austria,AUT,2020-05-20,1.28571
Austria,AUT,2020-05-21,1
Austria,AUT,2020-05-22,1
Austria,AUT,2020-05-23,1.42857
Austria,AUT,2020-05-24,1.57143
Austria,AUT,2020-05-25,1.71429
Austria,AUT,2020-05-26,1.57143
Austria,AUT,2020-05-27,1.71429
Austria,AUT,2020-05-28,5
Austria,AUT,2020-05-29,4.71429
Austria,AUT,2020-05-30,4.14286
Austria,AUT,2020-05-31,4
Austria,AUT,2020-06-01,3.85714
Austria,AUT,2020-06-02,3.71429
Austria,AUT,2020-06-03,3.57143
Austria,AUT,2020-06-04,0.28571
Austria,AUT,2020-06-05,0.57143
Austria,AUT,2020-06-06,0.57143
Austria,AUT,2020-06-07,0.57143
Austria,AUT,2020-06-08,0.57143
Austria,AUT,2020-06-09,0.42857
Austria,AUT,2020-06-10,0.42857
Austria,AUT,2020-06-11,0.57143
Austria,AUT,2020-06-12,0.42857
Austria,AUT,2020-06-13,0.71429
Austria,AUT,2020-06-14,0.71429
Austria,AUT,2020-06-15,0.85714
Austria,AUT,2020-06-16,1.28571
Austria,AUT,2020-06-17,2
Austria,AUT,2020-06-18,2
Austria,AUT,2020-06-19,1.85714
Austria,AUT,2020-06-20,1.57143
Austria,AUT,2020-06-21,1.85714
Austria,AUT,2020-06-22,1.71429
Austria,AUT,2020-06-23,1.71429
Austria,AUT,2020-06-24,0.85714
Austria,AUT,2020-06-25,1.42857
Austria,AUT,2020-06-26,1.42857
Austria,AUT,2020-06-27,1.71429
Austria,AUT,2020-06-28,1.71429
Austria,AUT,2020-06-29,1.85714
Austria,AUT,2020-06-30,1.71429
Austria,AUT,2020-07-01,1.71429
Austria,AUT,2020-07-02,1
Austria,AUT,2020-07-03,1
Austria,AUT,2020-07-04,0.71429
Austria,AUT,2020-07-05,0.57143
Austria,AUT,2020-07-06,0.42857
Austria,AUT,2020-07-07,0.14286
Austria,AUT,2020-07-08,0.14286
Austria,AUT,2020-07-09,0.14286
Austria,AUT,2020-07-10,0.14286
Austria,AUT,2020-07-11,0.14286
Austria,AUT,2020-07-12,0.28571
Austria,AUT,2020-07-13,0.28571
Austria,AUT,2020-07-14,0.42857
Austria,AUT,2020-07-15,0.57143
Austria,AUT,2020-07-16,0.71429
Austria,AUT,2020-07-17,0.71429
Austria,AUT,2020-07-18,0.71429
Austria,AUT,2020-07-19,0.42857
Austria,AUT,2020-07-20,0.42857
Austria,AUT,2020-07-21,0.14286
Austria,AUT,2020-07-22,0.14286
Austria,AUT,2020-07-23,0
Austria,AUT,2020-07-24,0
Austria,AUT,2020-07-25,0.14286
Austria,AUT,2020-07-26,0.14286
Austria,AUT,2020-07-27,0.28571
Austria,AUT,2020-07-28,0.42857
Austria,AUT,2020-07-29,0.71429
Austria,AUT,2020-07-30,1
Austria,AUT,2020-07-31,1
Austria,AUT,2020-08-01,0.85714
Austria,AUT,2020-08-02,0.85714
Austria,AUT,2020-08-03,0.71429
Austria,AUT,2020-08-04,0.85714
Austria,AUT,2020-08-05,0.42857
Austria,AUT,2020-08-06,0.14286
Austria,AUT,2020-08-07,0.28571
Austria,AUT,2020-08-08,0.42857
Austria,AUT,2020-08-09,0.42857
Austria,AUT,2020-08-10,0.71429
Austria,AUT,2020-08-11,0.57143
Austria,AUT,2020-08-12,0.71429
Austria,AUT,2020-08-13,0.85714
Austria,AUT,2020-08-14,0.71429
Austria,AUT,2020-08-15,1
Austria,AUT,2020-08-16,1
Austria,AUT,2020-08-17,0.85714
Austria,AUT,2020-08-18,0.85714
Austria,AUT,2020-08-19,0.71429
Austria,AUT,2020-08-20,0.57143
Austria,AUT,2020-08-21,0.71429
Austria,AUT,2020-08-22,0.57143
Austria,AUT,2020-08-23,0.57143
Austria,AUT,2020-08-24,0.57143
Austria,AUT,2020-08-25,0.57143
Austria,AUT,2020-08-26,0.57143
Austria,AUT,2020-08-27,0.57143
Austria,AUT,2020-08-28,0.42857
Austria,AUT,2020-08-29,0.14286
Austria,AUT,2020-08-30,0.14286
Austria,AUT,2020-08-31,0
Austria,AUT,2020-09-01,0.14286
Austria,AUT,2020-09-02,0.14286
Austria,AUT,2020-09-03,0.28571
Austria,AUT,2020-09-04,0.28571
Austria,AUT,2020-09-05,0.28571
Austria,AUT,2020-09-06,0.42857
Austria,AUT,2020-09-07,1.85714
Austria,AUT,2020-09-08,1.85714
Austria,AUT,2020-09-09,1.85714
Austria,AUT,2020-09-10,1.85714
Austria,AUT,2020-09-11,2.14286
Austria,AUT,2020-09-12,2.71429
Austria,AUT,2020-09-13,2.85714
Austria,AUT,2020-09-14,1.57143
Austria,AUT,2020-09-15,1.42857
Austria,AUT,2020-09-16,1.57143
Austria,AUT,2020-09-17,1.42857
Austria,AUT,2020-09-18,1.85714
Austria,AUT,2020-09-19,1.57143
Austria,AUT,2020-09-20,1.42857
Austria,AUT,2020-09-21,1.42857
Austria,AUT,2020-09-22,2
Austria,AUT,2020-09-23,2.71429
Austria,AUT,2020-09-24,3.57143
Austria,AUT,2020-09-25,3.28571
Austria,AUT,2020-09-26,3.14286
Austria,AUT,2020-09-27,3
Austria,AUT,2020-09-28,3.28571
Austria,AUT,2020-09-29,3.57143
Austria,AUT,2020-09-30,3.14286
Austria,AUT,2020-10-01,2.71429
Austria,AUT,2020-10-02,2.42857
Austria,AUT,2020-10-03,3.14286
Austria,AUT,2020-10-04,3.71429
Austria,AUT,2020-10-05,4
Austria,AUT,2020-10-06,3.71429
Austria,AUT,2020-10-07,4.42857
Austria,AUT,2020-10-08,5.14286
Austria,AUT,2020-10-09,5.57143
Austria,AUT,2020-10-10,6.14286
Austria,AUT,2020-10-11,5.42857
Austria,AUT,2020-10-12,5.28571
Austria,AUT,2020-10-13,5.57143
Austria,AUT,2020-10-14,6
Austria,AUT,2020-10-15,5.57143
Austria,AUT,2020-10-16,5.71429
Austria,AUT,2020-10-17,5.28571
Austria,AUT,2020-10-18,6
Austria,AUT,2020-10-19,7
Austria,AUT,2020-10-20,7.57143
Austria,AUT,2020-10-21,7.57143
Austria,AUT,2020-10-22,9.14286
Austria,AUT,2020-10-23,10.28571
Austria,AUT,2020-10-24,10.85714
Austria,AUT,2020-10-25,12.28571
Austria,AUT,2020-10-26,12.57143
Austria,AUT,2020-10-27,13
Austria,AUT,2020-10-28,14.57143
Austria,AUT,2020-10-29,16.42857
Austria,AUT,2020-10-30,18.28571
Austria,AUT,2020-10-31,20.57143
Austria,AUT,2020-11-01,21.57143
Austria,AUT,2020-11-02,23.85714
Austria,AUT,2020-11-03,26.71429
Austria,AUT,2020-11-04,28.57143
Austria,AUT,2020-11-05,30.28571
Austria,AUT,2020-11-06,36.85714
Austria,AUT,2020-11-07,38.28571
Austria,AUT,2020-11-08,40.14286
Austria,AUT,2020-11-09,42.14286
Austria,AUT,2020-11-10,43.85714
Austria,AUT,2020-11-11,48.14286
Austria,AUT,2020-11-12,48.57143
Austria,AUT,2020-11-13,45.85714
Austria,AUT,2020-11-14,52.71429
Austria,AUT,2020-11-15,59.71429
Austria,AUT,2020-11-16,61.85714
Austria,AUT,2020-11-17,63.71429
Austria,AUT,2020-11-18,70
Austria,AUT,2020-11-19,72.57143
Austria,AUT,2020-11-20,80.42857
Austria,AUT,2020-11-21,83.14286
Austria,AUT,2020-11-22,79.85714
Austria,AUT,2020-11-23,81.71429
Austria,AUT,2020-11-24,90.28571
Austria,AUT,2020-11-25,87.57143
Austria,AUT,2020-11-26,93.85714
Austria,AUT,2020-11-27,94.57143
Austria,AUT,2020-11-28,98.57143
Austria,AUT,2020-11-29,102.42857
Austria,AUT,2020-11-30,103.57143
Austria,AUT,2020-12-01,106.85714
Austria,AUT,2020-12-02,111.28571
Austria,AUT,2020-12-03,109.28571
Austria,AUT,2020-12-04,109.28571
Austria,AUT,2020-12-05,105.57143
Austria,AUT,2020-12-06,105
Austria,AUT,2020-12-07,101.85714
Austria,AUT,2020-12-08,96.71429
Austria,AUT,2020-12-09,87.14286
Austria,AUT,2020-12-10,89.28571
Austria,AUT,2020-12-11,91.14286
Austria,AUT,2020-12-12,94
Austria,AUT,2020-12-13,90.42857
Austria,AUT,2020-12-14,90.42857
Austria,AUT,2020-12-15,92.28571
Austria,AUT,2020-12-16,101.14286
Austria,AUT,2020-12-17,117
Austria,AUT,2020-12-18,119.71429
Austria,AUT,2020-12-19,113.42857
Austria,AUT,2020-12-20,125.42857
Austria,AUT,2020-12-21,129.28571
Austria,AUT,2020-12-22,127.42857
Austria,AUT,2020-12-23,127.14286
Austria,AUT,2020-12-24,109
Austria,AUT,2020-12-25,93.71429
Austria,AUT,2020-12-26,90.57143
Austria,AUT,2020-12-27,75.71429
Austria,AUT,2020-12-28,70.85714
Austria,AUT,2020-12-29,74.14286
Austria,AUT,2020-12-30,70.71429
Austria,AUT,2020-12-31,68.14286
Austria,AUT,2021-01-01,68.28571
Austria,AUT,2021-01-02,61.71429
Austria,AUT,2021-01-03,63.28571
Azerbaijan,AZE,2020-03-15,0.33333
Azerbaijan,AZE,2020-03-16,0.25
Azerbaijan,AZE,2020-03-17,0.2
Azerbaijan,AZE,2020-03-18,0.16667
Azerbaijan,AZE,2020-03-19,0.14286
Azerbaijan,AZE,2020-03-20,0
Azerbaijan,AZE,2020-03-21,0
Azerbaijan,AZE,2020-03-22,0
Azerbaijan,AZE,2020-03-23,0
Azerbaijan,AZE,2020-03-24,0
Azerbaijan,AZE,2020-03-25,0.14286
Azerbaijan,AZE,2020-03-26,0.28571
Azerbaijan,AZE,2020-03-27,0.28571
Azerbaijan,AZE,2020-03-28,0.42857
Azerbaijan,AZE,2020-03-29,0.42857
Azerbaijan,AZE,2020-03-30,0.42857
Azerbaijan,AZE,2020-03-31,0.57143
Azerbaijan,AZE,2020-04-01,0.42857
Azerbaijan,AZE,2020-04-02,0.28571
Azerbaijan,AZE,2020-04-03,0.28571
Azerbaijan,AZE,2020-04-04,0.14286
Azerbaijan,AZE,2020-04-05,0.42857
Azerbaijan,AZE,2020-04-06,0.42857
Azerbaijan,AZE,2020-04-07,0.42857
Azerbaijan,AZE,2020-04-08,0.42857
Azerbaijan,AZE,2020-04-09,0.57143
Azerbaijan,AZE,2020-04-10,0.71429
Azerbaijan,AZE,2020-04-11,0.85714
Azerbaijan,AZE,2020-04-12,0.57143
Azerbaijan,AZE,2020-04-13,0.71429
Azerbaijan,AZE,2020-04-14,0.71429
Azerbaijan,AZE,2020-04-15,0.71429
